Geslacht,Bedrijfstakken/branches (SBI 2008),Perioden,Onderwerp,Type werkenden,Waarde
Vrouwen,J Informatie en communicatie,2016,Arbeidsjaren,Zelfstandigen,7.0
Vrouwen,J Informatie en communicatie,2016,Gewerkte uren,Werknemers,91.0
Vrouwen,,2016,Gewerkte uren,Zelfstandigen,13.0
Vrouwen,J Informatie en communicatie,2017,Werkzame personen,Werknemers,
Vrouwen,,2017,Werkzame personen,Zelfstandigen,8.0
Vrouwen,J Informatie en communicatie,2017,Banen,Werknemers,71.0
Vrouwen,J Informatie en communicatie,2017,Banen,Zelfstandigen,11.0
Vrouwen,J Informatie en communicatie,2017,Arbeidsjaren,Werknemers,56.0
Vrouwen,J Informatie en communicatie,2017,Arbeidsjaren,Zelfstandigen,7.0
Vrouwen,J Informatie en communicatie,2017,Gewerkte uren,Werknemers,96.0
Vrouwen,J Informatie en communicatie,2017,Gewerkte uren,Zelfstandigen,13.0
Vrouwen,J Informatie en communicatie,2018,Werkzame personen,Werknemers,71.0
Vrouwen,J Informatie en communicatie,2018,Werkzame personen,Zelfstandigen,8.0
Vrouwen,J Informatie en communicatie,2018,Banen,Werknemers,74.0
Vrouwen,J Informatie en communicatie,2018,Banen,Zelfstandigen,11.0
Vrouwen,J Informatie en communicatie,2018,Arbeidsjaren,Werknemers,59.0
Vrouwen,J Informatie en communicatie,2018,Arbeidsjaren,Zelfstandigen,6.0
Vrouwen,J Informatie en communicatie,2018,Gewerkte uren,Werknemers,102.0
Vrouwen,J Informatie en communicatie,2018,Gewerkte uren,Zelfstandigen,13.0
Vrouwen,K Financiële dienstverlening,2013,Werkzame personen,Werknemers,105.0
Vrouwen,K Financiële dienstverlening,2013,Werkzame personen,Zelfstandigen,1.0
Vrouwen,K Financiële dienstverlening,2013,Banen,Werknemers,109.0
Vrouwen,K Financiële dienstverlening,2013,Banen,Zelfstandigen,2.0
Vrouwen,K Financiële dienstverlening,2013,Arbeidsjaren,Werknemers,87.0
Vrouwen,K Financiële dienstverlening,2013,Arbeidsjaren,Zelfstandigen,1.0
Vrouwen,,2013,Gewerkte uren,Werknemers,144.0
Vrouwen,K Financiële dienstverlening,2013,Gewerkte uren,Zelfstandigen,2.0
Vrouwen,K Financiële dienstverlening,2014,Werkzame personen,Werknemers,100.0
Vrouwen,K Financiële dienstverlening,2014,Werkzame personen,Zelfstandigen,1.0
Vrouwen,K Financiële dienstverlening,2014,Banen,Werknemers,
Vrouwen,K Financiële dienstverlening,2014,Banen,Zelfstandigen,2.0
Vrouwen,K Financiële dienstverlening,2014,Arbeidsjaren,Werknemers,84.0
Vrouwen,K Financiële dienstverlening,2014,Arbeidsjaren,Zelfstandigen,1.0
Vrouwen,K Financiële dienstverlening,2014,Gewerkte uren,Werknemers,141.0
Vrouwen,K Financiële dienstverlening,2014,Gewerkte uren,Zelfstandigen,3.0
Vrouwen,K Financiële dienstverlening,2015,Werkzame personen,Werknemers,99.0
Vrouwen,K Financiële dienstverlening,2015,Werkzame personen,Zelfstandigen,1.0
Vrouwen,K Financiële dienstverlening,2015,Banen,Werknemers,102.0
Vrouwen,K Financiële dienstverlening,2015,Banen,Zelfstandigen,2.0
Vrouwen,K Financiële dienstverlening,2015,Arbeidsjaren,Werknemers,83.0
Vrouwen,K Financiële dienstverlening,2015,Arbeidsjaren,Zelfstandigen,1.0
Vrouwen,K Financiële dienstverlening,2015,Gewerkte uren,Werknemers,137.0
Vrouwen,K Financiële dienstverlening,2015,Gewerkte uren,Zelfstandigen,3.0
Vrouwen,K Financiële dienstverlening,2016,Werkzame personen,Werknemers,97.0
Vrouwen,K Financiële dienstverlening,2016,Werkzame personen,Zelfstandigen,
Vrouwen,K Financiële dienstverlening,2016,Banen,Werknemers,99.0
Vrouwen,K Financiële dienstverlening,2016,Banen,Zelfstandigen,2.0
Vrouwen,K Financiële dienstverlening,2016,Arbeidsjaren,Werknemers,81.0
Vrouwen,K Financiële dienstverlening,2016,Arbeidsjaren,Zelfstandigen,1.0
Vrouwen,K Financiële dienstverlening,2016,Gewerkte uren,Werknemers,135.0
Vrouwen,K Financiële dienstverlening,2016,Gewerkte uren,Zelfstandigen,2.0
Vrouwen,K Financiële dienstverlening,2017,Werkzame personen,Werknemers,92.0
Vrouwen,K Financiële dienstverlening,2017,Werkzame personen,Zelfstandigen,1.0
Vrouwen,K Financiële dienstverlening,2017,Banen,Werknemers,95.0
Vrouwen,K Financiële dienstverlening,2017,Banen,Zelfstandigen,2.0
Vrouwen,K Financiële dienstverlening,2017,Arbeidsjaren,Werknemers,77.0
Vrouwen,K Financiële dienstverlening,2017,Arbeidsjaren,Zelfstandigen,1.0
Vrouwen,K Financiële dienstverlening,2017,Gewerkte uren,Werknemers,130.0
Vrouwen,K Financiële dienstverlening,2017,Gewerkte uren,Zelfstandigen,2.0
Vrouwen,K Financiële dienstverlening,2018,Werkzame personen,Werknemers,90.0
Vrouwen,K Financiële dienstverlening,2018,Werkzame personen,Zelfstandigen,1.0
Vrouwen,K Financiële dienstverlening,2018,Banen,Werknemers,92.0
Vrouwen,,2018,Banen,Zelfstandigen,
Vrouwen,K Financiële dienstverlening,2018,Arbeidsjaren,Werknemers,75.0
Vrouwen,K Financiële dienstverlening,2018,Arbeidsjaren,Zelfstandigen,1.0
Vrouwen,K Financiële dienstverlening,2018,Gewerkte uren,Werknemers,126.0
Vrouwen,K Financiële dienstverlening,2018,Gewerkte uren,Zelfstandigen,2.0
Vrouwen,L Verhuur en handel van onroerend goed,2013,Werkzame personen,Werknemers,29.0
Vrouwen,L Verhuur en handel van onroerend goed,2013,Werkzame personen,Zelfstandigen,
Vrouwen,L Verhuur en handel van onroerend goed,2013,Banen,Werknemers,30.0
Vrouwen,L Verhuur en handel van onroerend goed,2013,Banen,Zelfstandigen,6.0
Vrouwen,L Verhuur en handel van onroerend goed,2013,Arbeidsjaren,Werknemers,22.0
Vrouwen,,2013,Arbeidsjaren,Zelfstandigen,2.0
Vrouwen,L Verhuur en handel van onroerend goed,2013,Gewerkte uren,Werknemers,36.0
Vrouwen,L Verhuur en handel van onroerend goed,2013,Gewerkte uren,Zelfstandigen,5.0
Vrouwen,L Verhuur en handel van onroerend goed,2014,Werkzame personen,Werknemers,29.0
Vrouwen,L Verhuur en handel van onroerend goed,2014,Werkzame personen,Zelfstandigen,3.0
Vrouwen,L Verhuur en handel van onroerend goed,2014,Banen,Werknemers,30.0
Vrouwen,L Verhuur en handel van onroerend goed,2014,Banen,Zelfstandigen,6.0
Vrouwen,L Verhuur en handel van onroerend goed,2014,Arbeidsjaren,Werknemers,22.0
Vrouwen,L Verhuur en handel van onroerend goed,2014,Arbeidsjaren,Zelfstandigen,2.0
Vrouwen,L Verhuur en handel van onroerend goed,2014,Gewerkte uren,Werknemers,36.0
Vrouwen,L Verhuur en handel van onroerend goed,2014,Gewerkte uren,Zelfstandigen,5.0
Vrouwen,L Verhuur en handel van onroerend goed,2015,Werkzame personen,Werknemers,29.0
Vrouwen,,2015,Werkzame personen,Zelfstandigen,3.0
Vrouwen,L Verhuur en handel van onroerend goed,2015,Banen,Werknemers,
Vrouwen,L Verhuur en handel van onroerend goed,2015,Banen,Zelfstandigen,6.0
Vrouwen,L Verhuur en handel van onroerend goed,2015,Arbeidsjaren,Werknemers,22.0
Vrouwen,L Verhuur en handel van onroerend goed,2015,Arbeidsjaren,Zelfstandigen,2.0
Vrouwen,L Verhuur en handel van onroerend goed,2015,Gewerkte uren,Werknemers,37.0
Vrouwen,L Verhuur en handel van onroerend goed,2015,Gewerkte uren,Zelfstandigen,5.0
Vrouwen,L Verhuur en handel van onroerend goed,2016,Werkzame personen,Werknemers,29.0
Vrouwen,L Verhuur en handel van onroerend goed,2016,Werkzame personen,Zelfstandigen,4.0
Vrouwen,L Verhuur en handel van onroerend goed,2016,Banen,Werknemers,
Vrouwen,L Verhuur en handel van onroerend goed,2016,Banen,Zelfstandigen,6.0
Vrouwen,L Verhuur en handel van onroerend goed,2016,Arbeidsjaren,Werknemers,23.0
Vrouwen,L Verhuur en handel van onroerend goed,2016,Arbeidsjaren,Zelfstandigen,3.0
Vrouwen,L Verhuur en handel van onroerend goed,2016,Gewerkte uren,Werknemers,37.0
Vrouwen,L Verhuur en handel van onroerend goed,2016,Gewerkte uren,Zelfstandigen,5.0
Vrouwen,L Verhuur en handel van onroerend goed,2017,Werkzame personen,Werknemers,
Vrouwen,L Verhuur en handel van onroerend goed,2017,Werkzame personen,Zelfstandigen,4.0
Vrouwen,L Verhuur en handel van onroerend goed,2017,Banen,Werknemers,32.0
Vrouwen,L Verhuur en handel van onroerend goed,2017,Banen,Zelfstandigen,6.0
Vrouwen,L Verhuur en handel van onroerend goed,2017,Arbeidsjaren,Werknemers,23.0
Vrouwen,L Verhuur en handel van onroerend goed,2017,Arbeidsjaren,Zelfstandigen,3.0
Vrouwen,,2017,Gewerkte uren,Werknemers,39.0
Vrouwen,,2017,Gewerkte uren,Zelfstandigen,6.0
Vrouwen,L Verhuur en handel van onroerend goed,2018,Werkzame personen,Werknemers,31.0
Vrouwen,L Verhuur en handel van onroerend goed,2018,Werkzame personen,Zelfstandigen,3.0
Vrouwen,L Verhuur en handel van onroerend goed,2018,Banen,Werknemers,32.0
Vrouwen,L Verhuur en handel van onroerend goed,2018,Banen,Zelfstandigen,6.0
Vrouwen,L Verhuur en handel van onroerend goed,2018,Arbeidsjaren,Werknemers,24.0
Vrouwen,L Verhuur en handel van onroerend goed,2018,Arbeidsjaren,Zelfstandigen,3.0
Vrouwen,L Verhuur en handel van onroerend goed,2018,Gewerkte uren,Werknemers,39.0
Vrouwen,L Verhuur en handel van onroerend goed,2018,Gewerkte uren,Zelfstandigen,6.0
Vrouwen,M Specialistische zakelijke diensten,2013,Werkzame personen,Werknemers,193.0
Vrouwen,M Specialistische zakelijke diensten,2013,Werkzame personen,Zelfstandigen,92.0
Vrouwen,M Specialistische zakelijke diensten,2013,Banen,Werknemers,199.0
Vrouwen,M Specialistische zakelijke diensten,2013,Banen,Zelfstandigen,123.0
Vrouwen,,2013,Arbeidsjaren,Werknemers,144.0
Vrouwen,M Specialistische zakelijke diensten,2013,Arbeidsjaren,Zelfstandigen,51.0
Vrouwen,M Specialistische zakelijke diensten,2013,Gewerkte uren,Werknemers,246.0
Vrouwen,M Specialistische zakelijke diensten,2013,Gewerkte uren,Zelfstandigen,106.0
Vrouwen,M Specialistische zakelijke diensten,2014,Werkzame personen,Werknemers,194.0
Vrouwen,M Specialistische zakelijke diensten,2014,Werkzame personen,Zelfstandigen,
Vrouwen,M Specialistische zakelijke diensten,2014,Banen,Werknemers,200.0
Vrouwen,M Specialistische zakelijke diensten,2014,Banen,Zelfstandigen,126.0
Vrouwen,M Specialistische zakelijke diensten,2014,Arbeidsjaren,Werknemers,145.0
Vrouwen,M Specialistische zakelijke diensten,2014,Arbeidsjaren,Zelfstandigen,
Vrouwen,M Specialistische zakelijke diensten,2014,Gewerkte uren,Werknemers,249.0
Vrouwen,M Specialistische zakelijke diensten,2014,Gewerkte uren,Zelfstandigen,113.0
Vrouwen,M Specialistische zakelijke diensten,2015,Werkzame personen,Werknemers,192.0
Vrouwen,M Specialistische zakelijke diensten,2015,Werkzame personen,Zelfstandigen,96.0
Vrouwen,M Specialistische zakelijke diensten,2015,Banen,Werknemers,205.0
Vrouwen,M Specialistische zakelijke diensten,2015,Banen,Zelfstandigen,131.0
Vrouwen,M Specialistische zakelijke diensten,2015,Arbeidsjaren,Werknemers,150.0
Vrouwen,,2015,Arbeidsjaren,Zelfstandigen,59.0
Vrouwen,,2015,Gewerkte uren,Werknemers,258.0
Vrouwen,M Specialistische zakelijke diensten,2015,Gewerkte uren,Zelfstandigen,124.0
Vrouwen,M Specialistische zakelijke diensten,2016,Werkzame personen,Werknemers,198.0
Vrouwen,M Specialistische zakelijke diensten,2016,Werkzame personen,Zelfstandigen,97.0
Vrouwen,M Specialistische zakelijke diensten,2016,Banen,Werknemers,212.0
Vrouwen,M Specialistische zakelijke diensten,2016,Banen,Zelfstandigen,133.0
Vrouwen,M Specialistische zakelijke diensten,2016,Arbeidsjaren,Werknemers,156.0
Vrouwen,M Specialistische zakelijke diensten,2016,Arbeidsjaren,Zelfstandigen,60.0
Vrouwen,M Specialistische zakelijke diensten,2016,Gewerkte uren,Werknemers,269.0
Vrouwen,,2016,Gewerkte uren,Zelfstandigen,123.0
Vrouwen,M Specialistische zakelijke diensten,2017,Werkzame personen,Werknemers,203.0
Vrouwen,M Specialistische zakelijke diensten,2017,Werkzame personen,Zelfstandigen,100.0
Vrouwen,M Specialistische zakelijke diensten,2017,Banen,Werknemers,217.0
Vrouwen,M Specialistische zakelijke diensten,2017,Banen,Zelfstandigen,137.0
Vrouwen,M Specialistische zakelijke diensten,2017,Arbeidsjaren,Werknemers,160.0
Vrouwen,M Specialistische zakelijke diensten,2017,Arbeidsjaren,Zelfstandigen,63.0
Vrouwen,M Specialistische zakelijke diensten,2017,Gewerkte uren,Werknemers,276.0
Vrouwen,M Specialistische zakelijke diensten,2017,Gewerkte uren,Zelfstandigen,129.0
Vrouwen,M Specialistische zakelijke diensten,2018,Werkzame personen,Werknemers,211.0
Vrouwen,M Specialistische zakelijke diensten,2018,Werkzame personen,Zelfstandigen,102.0
Vrouwen,,2018,Banen,Werknemers,225.0
Vrouwen,M Specialistische zakelijke diensten,2018,Banen,Zelfstandigen,141.0
Vrouwen,,2018,Arbeidsjaren,Werknemers,167.0
Vrouwen,M Specialistische zakelijke diensten,2018,Arbeidsjaren,Zelfstandigen,66.0
Vrouwen,M Specialistische zakelijke diensten,2018,Gewerkte uren,Werknemers,287.0
Vrouwen,M Specialistische zakelijke diensten,2018,Gewerkte uren,Zelfstandigen,132.0
Vrouwen,N Verhuur en overige zakelijke diensten,2013,Werkzame personen,Werknemers,315.0
Vrouwen,N Verhuur en overige zakelijke diensten,2013,Werkzame personen,Zelfstandigen,230.0
Vrouwen,N Verhuur en overige zakelijke diensten,2013,Banen,Werknemers,361.0
Vrouwen,N Verhuur en overige zakelijke diensten,2013,Banen,Zelfstandigen,314.0
Vrouwen,N Verhuur en overige zakelijke diensten,2013,Arbeidsjaren,Werknemers,204.0
Vrouwen,N Verhuur en overige zakelijke diensten,2013,Arbeidsjaren,Zelfstandigen,85.0
Vrouwen,N Verhuur en overige zakelijke diensten,2013,Gewerkte uren,Werknemers,347.0
Vrouwen,N Verhuur en overige zakelijke diensten,2013,Gewerkte uren,Zelfstandigen,163.0
Vrouwen,N Verhuur en overige zakelijke diensten,2014,Werkzame personen,Werknemers,324.0
Vrouwen,N Verhuur en overige zakelijke diensten,2014,Werkzame personen,Zelfstandigen,232.0
Vrouwen,N Verhuur en overige zakelijke diensten,2014,Banen,Werknemers,371.0
Vrouwen,N Verhuur en overige zakelijke diensten,2014,Banen,Zelfstandigen,316.0
Vrouwen,N Verhuur en overige zakelijke diensten,2014,Arbeidsjaren,Werknemers,212.0
Vrouwen,N Verhuur en overige zakelijke diensten,2014,Arbeidsjaren,Zelfstandigen,87.0
Vrouwen,N Verhuur en overige zakelijke diensten,2014,Gewerkte uren,Werknemers,362.0
Vrouwen,N Verhuur en overige zakelijke diensten,2014,Gewerkte uren,Zelfstandigen,165.0
Vrouwen,N Verhuur en overige zakelijke diensten,2015,Werkzame personen,Werknemers,350.0
Vrouwen,N Verhuur en overige zakelijke diensten,2015,Werkzame personen,Zelfstandigen,233.0
Vrouwen,N Verhuur en overige zakelijke diensten,2015,Banen,Werknemers,400.0
Vrouwen,N Verhuur en overige zakelijke diensten,2015,Banen,Zelfstandigen,
Vrouwen,N Verhuur en overige zakelijke diensten,2015,Arbeidsjaren,Werknemers,230.0
Vrouwen,N Verhuur en overige zakelijke diensten,2015,Arbeidsjaren,Zelfstandigen,88.0
Vrouwen,N Verhuur en overige zakelijke diensten,2015,Gewerkte uren,Werknemers,391.0
Vrouwen,N Verhuur en overige zakelijke diensten,2015,Gewerkte uren,Zelfstandigen,165.0
Vrouwen,N Verhuur en overige zakelijke diensten,2016,Werkzame personen,Werknemers,374.0
Vrouwen,N Verhuur en overige zakelijke diensten,2016,Werkzame personen,Zelfstandigen,235.0
Vrouwen,N Verhuur en overige zakelijke diensten,2016,Banen,Werknemers,425.0
Vrouwen,N Verhuur en overige zakelijke diensten,2016,Banen,Zelfstandigen,319.0
Vrouwen,N Verhuur en overige zakelijke diensten,2016,Arbeidsjaren,Werknemers,248.0
Vrouwen,N Verhuur en overige zakelijke diensten,2016,Arbeidsjaren,Zelfstandigen,89.0
Vrouwen,N Verhuur en overige zakelijke diensten,2016,Gewerkte uren,Werknemers,423.0
Vrouwen,N Verhuur en overige zakelijke diensten,2016,Gewerkte uren,Zelfstandigen,168.0
Vrouwen,N Verhuur en overige zakelijke diensten,2017,Werkzame personen,Werknemers,399.0
Vrouwen,N Verhuur en overige zakelijke diensten,2017,Werkzame personen,Zelfstandigen,237.0
Vrouwen,N Verhuur en overige zakelijke diensten,2017,Banen,Werknemers,455.0
Vrouwen,N Verhuur en overige zakelijke diensten,2017,Banen,Zelfstandigen,323.0
Vrouwen,N Verhuur en overige zakelijke diensten,2017,Arbeidsjaren,Werknemers,267.0
Vrouwen,N Verhuur en overige zakelijke diensten,2017,Arbeidsjaren,Zelfstandigen,90.0
Vrouwen,N Verhuur en overige zakelijke diensten,2017,Gewerkte uren,Werknemers,460.0
Vrouwen,N Verhuur en overige zakelijke diensten,2017,Gewerkte uren,Zelfstandigen,169.0
Vrouwen,N Verhuur en overige zakelijke diensten,2018,Werkzame personen,Werknemers,421.0
Vrouwen,N Verhuur en overige zakelijke diensten,2018,Werkzame personen,Zelfstandigen,240.0
Vrouwen,N Verhuur en overige zakelijke diensten,2018,Banen,Werknemers,477.0
Vrouwen,N Verhuur en overige zakelijke diensten,2018,Banen,Zelfstandigen,327.0
Vrouwen,N Verhuur en overige zakelijke diensten,2018,Arbeidsjaren,Werknemers,
Vrouwen,N Verhuur en overige zakelijke diensten,2018,Arbeidsjaren,Zelfstandigen,92.0
Vrouwen,N Verhuur en overige zakelijke diensten,2018,Gewerkte uren,Werknemers,489.0
Vrouwen,N Verhuur en overige zakelijke diensten,2018,Gewerkte uren,Zelfstandigen,174.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2013,Werkzame personen,Werknemers,195.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2013,Werkzame personen,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2013,Banen,Werknemers,
Vrouwen,O Openbaar bestuur en overheidsdiensten,2013,Banen,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2013,Arbeidsjaren,Werknemers,165.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2013,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2013,Gewerkte uren,Werknemers,261.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2013,Gewerkte uren,Zelfstandigen,
Vrouwen,O Openbaar bestuur en overheidsdiensten,2014,Werkzame personen,Werknemers,
Vrouwen,O Openbaar bestuur en overheidsdiensten,2014,Werkzame personen,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2014,Banen,Werknemers,198.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2014,Banen,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2014,Arbeidsjaren,Werknemers,164.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2014,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2014,Gewerkte uren,Werknemers,262.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2014,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2015,Werkzame personen,Werknemers,
Vrouwen,O Openbaar bestuur en overheidsdiensten,2015,Werkzame personen,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2015,Banen,Werknemers,195.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2015,Banen,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2015,Arbeidsjaren,Werknemers,163.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2015,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2015,Gewerkte uren,Werknemers,256.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2015,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2016,Werkzame personen,Werknemers,192.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2016,Werkzame personen,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2016,Banen,Werknemers,197.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2016,Banen,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2016,Arbeidsjaren,Werknemers,165.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2016,Arbeidsjaren,Zelfstandigen,
Vrouwen,O Openbaar bestuur en overheidsdiensten,2016,Gewerkte uren,Werknemers,260.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2016,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2017,Werkzame personen,Werknemers,198.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2017,Werkzame personen,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2017,Banen,Werknemers,203.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2017,Banen,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2017,Arbeidsjaren,Werknemers,170.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2017,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2017,Gewerkte uren,Werknemers,267.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2017,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2018,Werkzame personen,Werknemers,204.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2018,Werkzame personen,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2018,Banen,Werknemers,209.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2018,Banen,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2018,Arbeidsjaren,Werknemers,175.0
Vrouwen,,2018,Arbeidsjaren,Zelfstandigen,0.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2018,Gewerkte uren,Werknemers,278.0
Vrouwen,O Openbaar bestuur en overheidsdiensten,2018,Gewerkte uren,Zelfstandigen,0.0
Vrouwen,P Onderwijs,2013,Werkzame personen,Werknemers,301.0
Vrouwen,P Onderwijs,2013,Werkzame personen,Zelfstandigen,20.0
Vrouwen,P Onderwijs,2013,Banen,Werknemers,319.0
Vrouwen,P Onderwijs,2013,Banen,Zelfstandigen,32.0
Vrouwen,P Onderwijs,2013,Arbeidsjaren,Werknemers,218.0
Vrouwen,P Onderwijs,2013,Arbeidsjaren,Zelfstandigen,17.0
Vrouwen,P Onderwijs,2013,Gewerkte uren,Werknemers,332.0
Vrouwen,P Onderwijs,2013,Gewerkte uren,Zelfstandigen,33.0
Vrouwen,P Onderwijs,2014,Werkzame personen,Werknemers,301.0
Vrouwen,,2014,Werkzame personen,Zelfstandigen,21.0
Vrouwen,P Onderwijs,2014,Banen,Werknemers,319.0
Vrouwen,P Onderwijs,2014,Banen,Zelfstandigen,
Vrouwen,P Onderwijs,2014,Arbeidsjaren,Werknemers,219.0
Vrouwen,P Onderwijs,2014,Arbeidsjaren,Zelfstandigen,18.0
Vrouwen,,2014,Gewerkte uren,Werknemers,336.0
Vrouwen,P Onderwijs,2014,Gewerkte uren,Zelfstandigen,36.0
Vrouwen,P Onderwijs,2015,Werkzame personen,Werknemers,303.0
Vrouwen,,2015,Werkzame personen,Zelfstandigen,22.0
Vrouwen,P Onderwijs,2015,Banen,Werknemers,323.0
Vrouwen,P Onderwijs,2015,Banen,Zelfstandigen,36.0
Vrouwen,P Onderwijs,2015,Arbeidsjaren,Werknemers,223.0
Vrouwen,P Onderwijs,2015,Arbeidsjaren,Zelfstandigen,18.0
Vrouwen,P Onderwijs,2015,Gewerkte uren,Werknemers,341.0
Vrouwen,P Onderwijs,2015,Gewerkte uren,Zelfstandigen,38.0
Vrouwen,P Onderwijs,2016,Werkzame personen,Werknemers,307.0
Vrouwen,P Onderwijs,2016,Werkzame personen,Zelfstandigen,24.0
Vrouwen,P Onderwijs,2016,Banen,Werknemers,
Vrouwen,P Onderwijs,2016,Banen,Zelfstandigen,39.0
Vrouwen,P Onderwijs,2016,Arbeidsjaren,Werknemers,228.0
Vrouwen,P Onderwijs,2016,Arbeidsjaren,Zelfstandigen,21.0
Vrouwen,P Onderwijs,2016,Gewerkte uren,Werknemers,351.0
Vrouwen,P Onderwijs,2016,Gewerkte uren,Zelfstandigen,43.0
Vrouwen,P Onderwijs,2017,Werkzame personen,Werknemers,312.0
Vrouwen,P Onderwijs,2017,Werkzame personen,Zelfstandigen,26.0
Vrouwen,P Onderwijs,2017,Banen,Werknemers,331.0
Vrouwen,P Onderwijs,2017,Banen,Zelfstandigen,42.0
Vrouwen,P Onderwijs,2017,Arbeidsjaren,Werknemers,
Vrouwen,P Onderwijs,2017,Arbeidsjaren,Zelfstandigen,
Vrouwen,,2017,Gewerkte uren,Werknemers,355.0
Vrouwen,P Onderwijs,2017,Gewerkte uren,Zelfstandigen,47.0
Vrouwen,P Onderwijs,2018,Werkzame personen,Werknemers,318.0
Vrouwen,P Onderwijs,2018,Werkzame personen,Zelfstandigen,
Vrouwen,P Onderwijs,2018,Banen,Werknemers,337.0
Vrouwen,P Onderwijs,2018,Banen,Zelfstandigen,45.0
Vrouwen,P Onderwijs,2018,Arbeidsjaren,Werknemers,235.0
Vrouwen,P Onderwijs,2018,Arbeidsjaren,Zelfstandigen,23.0
Vrouwen,P Onderwijs,2018,Gewerkte uren,Werknemers,363.0
Vrouwen,P Onderwijs,2018,Gewerkte uren,Zelfstandigen,
Vrouwen,Q Gezondheids- en welzijnszorg,2013,Werkzame personen,Werknemers,1031.0
Vrouwen,,2013,Werkzame personen,Zelfstandigen,133.0
Vrouwen,,2013,Banen,Werknemers,1108.0
Vrouwen,,2013,Banen,Zelfstandigen,189.0
Vrouwen,Q Gezondheids- en welzijnszorg,2013,Arbeidsjaren,Werknemers,728.0
Vrouwen,Q Gezondheids- en welzijnszorg,2013,Arbeidsjaren,Zelfstandigen,84.0
Vrouwen,Q Gezondheids- en welzijnszorg,2013,Gewerkte uren,Werknemers,1090.0
Vrouwen,Q Gezondheids- en welzijnszorg,2013,Gewerkte uren,Zelfstandigen,173.0
Vrouwen,Q Gezondheids- en welzijnszorg,2014,Werkzame personen,Werknemers,1007.0
Vrouwen,Q Gezondheids- en welzijnszorg,2014,Werkzame personen,Zelfstandigen,133.0
Vrouwen,Q Gezondheids- en welzijnszorg,2014,Banen,Werknemers,1080.0
Vrouwen,Q Gezondheids- en welzijnszorg,2014,Banen,Zelfstandigen,188.0
Vrouwen,Q Gezondheids- en welzijnszorg,2014,Arbeidsjaren,Werknemers,715.0
Vrouwen,Q Gezondheids- en welzijnszorg,2014,Arbeidsjaren,Zelfstandigen,86.0
Vrouwen,Q Gezondheids- en welzijnszorg,2014,Gewerkte uren,Werknemers,1075.0
Vrouwen,Q Gezondheids- en welzijnszorg,2014,Gewerkte uren,Zelfstandigen,176.0
